Head萍	ping
c。	。
Head自	zi
从	cong
Head来	lai
到	dao
Head美	mei
国	guo
Head后	hou
c，	，
Head一	yi
切	qie
Head都	dou
Head充	chong
满	man
Head压	ya
力	li
c，	，
Head为	wei
了	le
Head生	sheng
存	cun
Head和	he
Head生	sheng
活	huo
c，	，
Head每	mei
天	tian
Head每	mei
天	tian
c，	，
Head人	ren
Head象	xiang
Head上	shang
Head足	zu
Head了	le
Head发	fa
条	tiao
Head的	de
Head钟	zhong
c，	，
Head从	cong
Head无	wu
Head停	ting
歇	xie
Head的	de
Head时	shi
候	hou
c。	。
Head此	ci
时	shi
此	ci
刻	ke
Head的	de
Head情	qing
形	xing
c，	，
Head只	zhi
是	shi
Head每	mei
天	tian
Head晚	wan
上	shang
Head精	jing
疲	pi
力	li
尽	jin
Head地	di
Head躺	tang
Head在	zai
Head床	chuang
Head上	shang
c，	，
Head却	que
Head又	you
Head辗	zhan
转	zhuan
Head翻	fan
Head侧	ce
Head不	bu
能	neng
Head入	ru
睡	shui
Head时	shi
c，	，
Head脑	nao
子	zi
Head里	li
Head所	suo
Head奢	she
Head想	xiang
Head编	bian
织	zhi
Head的	de
Head故	gu
事	shi
c，	，
Head聊	liao
以	yi
Head安	an
慰	wei
Head疲	pi
惫	bei
Head的	de
Head心	xin
c，	，
Head或	huo
Head缅	mian
怀	huai
Head年	nian
轻	qing
Head时	shi
Head的	de
Head梦	meng
c。	。
Head不	bu
料	liao
c，	，
Head今	jin
天	tian
Head却	que
Head成	cheng
Head了	le
Head现	xian
实	shi
c。	。
Head繁	fan
重	zhong
Head的	de
Head作	zuo
业	ye
c，	，
Head即	ji
将	jiang
Head到	dao
来	lai
Head的	de
Head期	qi
中	zhong
Head考	kao
试	shi
c，	，
Head等	deng
等	deng
c，	，
Head等	deng
等	deng
c，	，
Head我	wo
Head都	dou
Head不	bu
Head愿	yuan
Head再	zai
Head想	xiang
起	qi
c。	。
Head只	zhi
Head想	xiang
Head再	zai
Head这	zhe
Head难	nan
得	de
Head的	de
Head恬	tian
馨	xing
Head宁	ning
静	jing
Head中	zhong
c，	，
Head把	ba
Head自	zi
己	ji
Head完	wan
全	quan
Head地	di
Head沉	chen
Head下	xia
去	qu
c。	。
Head曾	ceng
经	jing
Head有	you
Head过	guo
Head的	de
Head这	zhe
样	yang
Head的	de
Head日	ri
子	zi
Head已	yi
经	jing
Head好	hao
Head遥	yao
远	yuan
Head了	le
c，	，
Head遥	yao
远	yuan
Head得	de
Head扑	pu
朔	shuo
迷	mi
离	li
c，	，
Head难	nan
以	yi
Head捕	bu
捉	zhuo
c。	。
Head然	ran
而	er
c，	，
Head这	zhe
样	yang
Head的	de
Head日	ri
子	zi
Head毕	bi
竟	jing
Head有	you
Head过	guo
Head呵	he
c！	！
Head假	jia
如	ru
Head时	shi
光	guang
Head能	neng
Head倒	dao
流	liu
c...	...
c...	...
Head假	jia
如	ru
Head时	shi
光	guang
Head能	neng
Head倒	dao
流	liu
c！	！
Head那	na
Head一	yi
Head夜	ye
c，	，
Head我	wo
Head睡	shui
Head得	de
Head很	hen
Head沉	chen
c，	，
Head好	hao
像	xiang
Head也	ye
Head没	mei
Head做	zuo
梦	meng
c。	。
Head平	ping
时	shi
c，	，
Head我	wo
Head总	zong
是	shi
Head做	zuo
梦	meng
c，	，
Head做	zuo
Head噩	e
梦	meng
c，	，
Head那	na
些	xie
Head梦	meng
c，	，
Head总	zong
是	shi
Head折	zhe
磨	mo
Head得	de
Head我	wo
Head身	shen
心	xin
Head交	jiao
Head悴	cui
c。	。
Head醒	xing
来	lai
Head时	shi
c，	，
Head阳	yang
光	guang
Head已	yi
Head透	tou
过	guo
Head窗	chuang
帘	lian
c，	，
Head斜	xie
斜	xie
Head地	di
Head洒	sa
Head在	zai
Head床	chuang
Head上	shang
c，	，
Head地	di
上	shang
c。	。
Head光	guang
束	shu
Head里	li
c，	，
Head无	wu
数	shu
Head颗	ke
Head细	xi
细	xi
Head小	xiao
小	xiao
的	de
Head尘	chen
埃	ai
Head无	wu
声	sheng
Head地	di
Head舞	wu
动	dong
Head着	zhao
c，	，
Head给	gei
Head人	ren
Head一	yi
Head种	zhong
Head亲	qin
切	qie
c，	，
Head温	wen
柔	rou
c，	，
Head和	he
Head悠	you
闲	xian
Head的	de
Head感	gan
觉	jue
c。	。
Head床	chuang
头	tou
柜	gui
Head上	shang
c，	，
Head一	yi
Head张	zhang
Head淡	dan
Head绿	luu
色	se
Head的	de
Head留	liu
言	yan
条	tiao
Head压	ya
Head在	zai
Head台	tai
灯	deng
Head下	xia
c：	：
c＂	＂
Head你	ni
Head还	huan
Head在	zai
Head睡	shui
c，	，
Head就	jiu
Head不	bu
Head叫	jiao
醒	xing
Head你	ni
Head了	le
c。	。
Head如	ru
果	guo
Head你	ni
Head今	jin
天	tian
Head没	mei
Head课	ke
c，	，
Head能	neng
Head不	bu
能	neng
Head等	deng
Head我	wo
Head回	hui
来	lai
c？	？
Head要	yao
Head是	shi
Head有	you
Head课	ke
c，	，
Head就	jiu
Head留	liu
下	xia
Head你	ni
Head的	de
Head名	ming
字	zi
Head和	he
Head电	dian
话	hua
Head号	hao
码	ma
c，	，
Head我	wo
Head晚	wan
上	shang
Head回	hui
来	lai
Head给	gei
Head你	ni
Head打	da
电	dian
话	hua
c。	。
Head顺	shun
便	bian
Head告	gao
诉	su
Head你	ni
c，	，
Head我	wo
Head叫	jiao
Head张	zhang
Head子	zi
安	an
c。	。
c＂	＂
Head我	wo
Head什	shen
么	me
Head也	ye
Head没	mei
Head留	liu
下	xia
c。	。
Head以	yi
后	hou
Head的	de
Head几	ji
Head天	tian
Head里	li
c，	，
Head每	mei
次	ci
Head走	zou
过	guo
Head那	na
Head片	pian
Head树	shu
林	lin
c，	，
Head总	zong
Head想	xiang
Head进	jin
去	qu
Head看	kan
看	kan
Head他	ta
Head在	zai
Head不	bu
Head在	zai
c，	，
Head却	que
Head也	ye
Head终	zhong
于	yu
Head没	mei
有	you
Head进	jin
去	qu
c。	。
Head我	wo
Head想	xiang
Head以	yi
后	hou
Head无	wu
论	lun
Head有	you
意	yi
无	wu
意	yi
c，	，
Head我	wo
Head总	zong
会	hui
Head想	xiang
起	qi
Head他	ta
Head的	de
c，	，
Head他	ta
Head也	ye
Head不	bu
会	hui
Head把	ba
Head我	wo
Head完	wan
全	quan
Head忘	wang
记	ji
c。	。
Head虽	sui
然	ran
Head一	yi
切	qie
Head短	duan
暂	zan
Head得	de
Head飘	piao
渺	miao
Head朦	meng
胧	long
c，	，
Head虽	sui
然	ran
Head我	wo
Head和	he
Head他	ta
Head不	bu
过	guo
Head是	shi
Head萍	ping
水	shui
相	xiang
逢	feng
c，	，
Head却	que
Head也	ye
Head是	shi
Head一	yi
Head种	zhong
Head缘	yuan
分	fen
c。	。
Head有	you
Head什	shen
么	me
Head理	li
由	you
Head要	yao
求	qiu
Head人	ren
为	wei
Head的	de
Head长	chang
Head相	xiang
识	shi
Head或	huo
Head刻	ke
意	yi
Head的	de
Head长	chang
Head相	xiang
知	zhi
Head呢	ne
c？	？
Head顺	shun
Head其	qi
Head自	zi
然	ran
c，	，
Head是	shi
Head最	zui
Head恰	qia
当	dang
Head不	bu
过	guo
Head了	le
c。	。
Head二	er
c、	、
Head路	lu
Head遇	yu
Head董	dong
Head永	yong
Head从	cong
小	xiao
Head失	shi
去	qu
Head了	le
Head母	mu
亲	qin
c，	，
Head长	zhang
大	da
Head以	yi
后	hou
c，	，
Head上	shang
山	shan
Head砍	kan
Head柴	chai
c，	，
Head下	xia
Head田	tian
Head种	zhong
地	di
c，	，
Head什	shen
么	me
Head家	jia
务	wu
事	shi
Head他	ta
Head都	dou
Head得	de
Head干	gan
c。	。
Head父	fu
亲	qin
Head虽	sui
然	ran
Head年	nian
老	lao
多	duo
病	bing
c，	，
Head但	dan
Head处	chu
处	chu
Head关	guan
心	xin
Head儿	er
子	zi
c。	。
Head董	dong
Head永	yong
Head每	mei
天	tian
Head出	chu
门	men
Head干	gan
活	huo
c，	，
Head父	fu
亲	qin
Head都	dou
Head要	yao
Head送	song
Head他	ta
Head到	dao
Head门	men
口	kou
c，	，
Head叮	ding
嘱	zhu
Head他	ta
Head路	lu
上	shang
Head要	yao
Head小	xiao
心	xin
c，	，
Head活	huo
Head干	gan
Head累	lei
Head了	le
c，	，
Head就	jiu
Head歇	xie
歇	xie
c。	。
Head父	fu
亲	qin
Head死	si
Head后	hou
c，	，
Head董	dong
Head永	yong
Head孤	gu
单	dan
Head一	yi
Head人	ren
c，	，
Head无	wu
依	yi
无	wu
靠	kao
c，	，
Head这	zhe
Head安	an
葬	zang
Head父	fu
亲	qin
Head的	de
Head棺	guan
木	mu
Head钱	qian
Head也	ye
Head拿	na
Head不	bu
Head出	chu
c。	。
Head他	ta
Head拿	na
Head了	le
Head傅	fu
Head员	yuan
外	wai
Head两	liang
Head匹	pi
Head白	bai
布	bu
c，	，
Head五	wu
两	liang
Head银	yin
子	zi
c，	，
Head便	bian
Head卖	mai
身	shen
Head为	wei
Head奴	nu
c，	，
Head为	wei
Head傅	fu
Head员	yuan
外	wai
Head做	zuo
Head三	san
Head年	nian
Head长	chang
工	gong
c。	。
Head这	zhe
时	shi
候	hou
c，	，
Head董	dong
Head永	yong
正	zheng
Head忙	mang
Head着	zhao
Head收	shou
拾	shi
Head包	bao
裹	guo
Head雨	yu
伞	san
c，	，
Head准	zhun
备	bei
Head到	dao
Head傅	fu
Head员	yuan
外	wai
Head家	jia
Head去	qu
Head做	zuo
工	gong
c。	。
Head路	lu
上	shang
c，	，
Head董	dong
Head永	yong
Head边	bian
Head走	zou
边	bian
Head想	xiang
c，	，
Head他	ta
Head想	xiang
起	qi
Head父	fu
亲	qin
Head在	zai
世	shi
Head时	shi
Head对	dui
Head自	zi
己	ji
Head的	de
Head关	guan
心	xin
Head和	he
Head父	fu
子	zi
Head相	xiang
依	yi
为	wei
命	ming
Head的	de
Head温	wen
暖	nuan
c，	，
Head如	ru
今	jin
Head自	zi
己	ji
Head孤	gu
苦	ku
伶	ling
仃	ding
c，	，
Head卖	mai
身	shen
Head为	wei
Head奴	nu
c，	，
Head不	bu
由	you
得	de
Head一	yi
阵	zhen
Head伤	shang
心	xin
c。	。
Head他	ta
Head走	zou
走	zou
Head哭	ku
哭	ku
c，	，
Head哭	ku
哭	ku
Head走	zou
走	zou
c，	，
Head像	xiang
Head是	shi
Head有	you
Head走	zou
Head不	bu
Head完	wan
Head的	de
Head路	lu
c。	。
Head七	qi
Head仙	xian
女	nuu
Head奔	ben
Head出	chu
Head南	nan
天	tian
门	men
Head后	hou
c，	，
Head在	zai
Head丹	dan
阳	yang
Head下	xia
凡	fan
c，	，
Head变	bian
成	cheng
Head了	le
Head一	yi
个	ge
Head年	nian
轻	qing
Head美	mei
貌	mao
Head的	de
Head姑	gu
娘	niang
c。	。
Head她	ta
Head听	ting
到	dao
Head董	dong
Head永	yong
Head的	de
Head哭	ku
泣	qi
Head声	sheng
c，	，
Head便	bian
Head停	ting
Head在	zai
Head路	lu
旁	pang
Head等	deng
候	hou
Head他	ta
c。	。
Head董	dong
Head永	yong
Head匆	cong
匆	cong
忙	mang
忙	mang
c，	，
Head走	zou
Head呀	ya
Head走	zou
Head呀	ya
c，	，
Head突	tu
然	ran
Head看	kan
见	jian
Head路	lu
旁	pang
Head站	zhan
Head着	zhao
Head一	yi
Head位	wei
Head天	tian
仙	xian
Head般	ban
Head的	de
Head年	nian
轻	qing
Head女	nuu
子	zi
c。	。
Head他	ta
Head心	xin
里	li
Head一	yi
Head怔	zheng
c，	，
Head低	di
下	xia
Head头	tou
Head想	xiang
c：	：
Head这	zhe
Head女	nuu
子	zi
Head是	shi
Head从	cong
Head哪	na
里	li
Head来	lai
Head的	de
Head呢	ne
c？	？
Head她	ta
Head干	gan
吗	ma
Head眼	yan
睛	jing
Head巴	ba
Head眨	zha
巴	ba
Head眨	zha
Head地	di
Head直	zhi
Head盯	ding
Head着	zhao
Head我	wo
Head呢	ne
c？	？
Head他	ta
Head上	shang
Head大	da
路	lu
Head不	bu
Head走	zou
c，	，
Head下	xia
Head大	da
路	lu
Head躲	duo
Head着	zhao
Head走	zou
c。	。
Head七	qi
Head仙	xian
女	nuu
Head看	kan
见	jian
Head董	dong
Head永	yong
Head如	ru
此	ci
Head诚	cheng
实	shi
c、	、
Head忠	zhong
厚	hou
c，	，
Head不	bu
由	you
得	de
Head生	sheng
Head起	qi
Head要	yao
Head同	tong
Head他	ta
Head配	pei
Head夫	fu
妻	qi
Head的	de
Head念	nian
头	tou
Head来	lai
c。	。
Head但	dan
Head就	jiu
Head这	zhe
样	yang
Head刚	gang
Head见	jian
面	mian
Head便	bian
Head当	dang
面	mian
Head开	kai
口	kou
Head说	shuo
Head这	zhe
Head桩	zhuang
Head事	shi
c，	，
Head怪	guai
Head难	nan
为	wei
情	qing
Head的	de
c。	。
Head于	yu
是	shi
Head她	ta
Head灵	ling
机	ji
一	yi
动	dong
c，	，
Head跑	pao
Head到	dao
Head前	qian
面	mian
Head一	yi
Head棵	ke
Head槐	huai
树	shu
Head下	xia
c，	，
Head接	jie
连	lian
Head喊	han
Head道	dao
c：	：
c＂	＂
Head土	tu
地	di
Head公	gong
公	gong
c，	，
Head你	ni
Head出	chu
来	lai
c，	，
Head我	wo
Head有	you
事	shi
Head求	qiu
Head你	ni
c！	！
c＂	＂
Head土	tu
地	di
Head公	gong
公	gong
Head果	guo
然	ran
Head出	chu
现	xian
Head在	zai
Head她	ta
Head面	mian
前	qian
c。	。
Head土	tu
地	di
Head公	gong
公	gong
Head向	xiang
c：	：
c＂	＂
Head姑	gu
娘	niang
c，	，
Head唤	huan
Head我	wo
Head有	you
事	shi
Head吗	ma
c?	?
c＂	＂
Head七	qi
Head仙	xian
女	nuu
Head说	shuo
c：	：
c＂	＂
Head小	xiao
女	nuu
Head看	kan
到	dao
Head董	dong
Head永	yong
Head离	li
家	jia
Head打	da
工	gong
c，	，
Head势	shi
单	dan
力	li
薄	bo
c，	，
Head难	nan
Head成	cheng
Head大	da
事	shi
c，	，
Head我	wo
Head有	you
Head心	xin
想	xiang
Head帮	bang
助	zhu
Head他	ta
c...	...
c...	...
c＂	＂
Head土	tu
地	di
Head公	gong
公	gong
Head说	shuo
c：	：
c＂	＂
Head那	na
Head你	ni
Head就	jiu
Head帮	bang
助	zhu
Head他	ta
Head吧	ba
c!	!
c＂	＂
Head七	qi
Head仙	xian
女	nuu
Head想	xiang
Head开	kai
口	kou
c，	，
Head可	ke
Head话	hua
Head到	dao
Head嘴	zui
边	bian
Head又	you
Head咽	yan
Head了	le
Head回	hui
去	qu
c。	。
Head停	ting
Head了	le
Head好	hao
Head一	yi
会	hui
儿	er
c，	，
Head才	cai
Head鼓	gu
Head起	qi
Head勇	yong
气	qi
Head说	shuo
c：	：
c＂	＂
Head我	wo
Head还	huan
Head想	xiang
Head与	yu
Head董	dong
Head永	yong
Head匹	pi
配	pei
Head夫	fu
妻	qi
c，	，
Head求	qiu
求	qiu
Head土	tu
地	di
Head公	gong
公	gong
Head为	wei
Head我	wo
Head牵	qian
线	xian
Head做	zuo
媒	mei
c。	。
c＂	＂
Head土	tu
地	di
Head公	gong
公	gong
Head说	shuo
c：	：
c＂	＂
Head你	ni
Head这	zhe
Head主	zhu
意	yi
Head好	hao
Head是	shi
Head好	hao
c，	，
Head只	zhi
Head伯	bo
Head被	bei
Head玉	yu
皇	huang
大	da
帝	di
Head知	zhi
道	dao
c，	，
Head小	xiao
Head神	shen
Head担	dan
当	dang
Head不	bu
Head起	qi
c。	。
c＂	＂
Head七	qi
Head仙	xian
女	nuu
Head说	shuo
c：	：
c＂	＂
Head一	yi
Head人	ren
Head做	zuo
事	shi
Head一	yi
Head人	ren
Head当	dang
c，	，
Head小	xiao
女	nuu
Head决	jue
不	bu
会	hui
Head连	lian
累	lei
Head土	tu
地	di
Head公	gong
公	gong
Head的	de
c。	。
c＂	＂
Head土	tu
地	di
Head公	gong
公	gong
Head点	dian
Head了	le
Head点	dian
头	tou
c，	，
Head答	da
应	ying
Head了	le
Head下	xia
来	lai
c，	，
Head并	bing
Head照	zhao
Head七	qi
Head仙	xian
女	nuu
Head要	yao
求	qiu
c，	，
Head见	jian
机	ji
行	xing
事	shi
c。	。
Head七	qi
Head仙	xian
女	nuu
Head拿	na
Head定	ding
Head主	zhu
意	yi
Head之	zhi
后	hou
c，	，
Head便	bian
Head一	yi
阵	zhen
风	feng
Head地	di
Head直	zhi
奔	ben
Head下	xia
Head大	da
路	lu
Head拦	lan
住	zhu
Head董	dong
Head永	yong
c。	。
Head董	dong
Head永	yong
Head在	zai
Head下	xia
Head大	da
路	lu
Head低	di
Head着	zhao
Head头	tou
Head往	wang
Head前	qian
Head走	zou
c，	，
Head没	mei
Head提	ti
防	fang
c，	，
Head迎	ying
面	mian
Head碰	peng
上	shang
Head了	le
Head七	qi
Head仙	xian
女	nuu
c。	。
Head董	dong
Head永	yong
Head见	jian
Head七	qi
Head仙	xian
女	nuu
Head拦	lan
住	zhu
Head去	qu
路	lu
c，	，
Head便	bian
Head说	shuo
c：	：
c＂	＂
Head大	da
姐	jie
c，	，
Head我	wo
Head有	you
事	shi
Head赶	gan
路	lu
c，	，
Head上	shang
Head大	da
路	lu
Head不	bu
Head走	zou
Head下	xia
Head大	da
路	lu
Head躲	duo
Head着	zhao
Head走	zou
c，	，
Head你	ni
Head在	zai
Head上	shang
Head大	da
路	lu
Head走	zou
Head的	de
Head好	hao
好	hao
Head的	de
c，	，
Head这	zhe
Head下	xia
Head子	zi
Head又	you
Head来	lai
Head下	xia
Head大	da
路	lu
Head拦	lan
Head我	wo
Head的	de
Head路	lu
c，	，
Head这	zhe
Head是	shi
Head为	wei
什	shen
么	me
c？	？
c＂	＂
Head七	qi
Head仙	xian
女	nuu
Head说	shuo
c：	：
c＂	＂
Head大	da
哥	ge
c，	，
Head自	zi
古	gu
Head道	dao
c：	：
c＂	＂
Head大	da
路	lu
Head通	tong
天	tian
c，	，
Head各	ge
Head走	zou
Head各	ge
Head边	bian
c＂	＂
c，	，
Head难	nan
道	dao
说	shuo
Head你	ni
Head走	zou
Head得	de
c，	，
Head我	wo
Head站	zhan
Head都	dou
Head站	zhan
Head不	bu
得	de
Head吗	ma
c?	?
c＂	＂
Head董	dong
Head永	yong
Head想	xiang
Head这	zhe
Head女	nuu
子	zi
Head说	shuo
Head得	de
Head倒	dao
Head也	ye
Head有	you
理	li
c，	，
Head便	bian
Head说	shuo
c：	：
c＂	＂
Head大	da
姐	jie
c，	，
Head请	qing
Head你	ni
Head行	xing
Head个	ge
Head方	fang
便	bian
c，	，
Head让	rang
Head我	wo
Head过	guo
去	qu
c。	。
c＂	＂
Head七	qi
Head仙	xian
女	nuu
Head说	shuo
c：	：
c＂	＂
Head这	zhe
Head还	huan
Head像	xiang
话	hua
c。	。
Head请	qing
Head过	guo
Head吧	ba
c！	！
c＂	＂
Head她	ta
Head一	yi
边	bian
Head让	rang
Head董	dong
Head永	yong
Head过	guo
去	qu
c，	，
Head一	yi
边	bian
Head又	you
Head故	gu
意	yi
Head撞	zhuang
Head了	le
Head他	ta
Head一	yi
下	xia
c。	。
Head董	dong
Head永	yong
Head说	shuo
c：	：
c＂	＂
Head大	da
姐	jie
c，	，
Head撞	zhuang
Head我	wo
Head一	yi
Head膀	bang
子	zi
c，	，
Head是	shi
Head何	he
Head道	dao
理	li
c？	？
c＂	＂
Head七	qi
Head仙	xian
女	nuu
Head说	shuo
c：	：
c＂	＂
Head大	da
哥	ge
c，	，
Head你	ni
Head肩	jian
Head背	bei
Head包	bao
裹	guo
c，	，
Head手	shou
Head拿	na
Head雨	yu
伞	san
c，	，
Head心	xin
中	zhong
Head有	you
事	shi
c，	，
Head慌	huang
里	li
慌	huang
张	zhang
Head撞	zhuang
Head了	le
Head我	wo
Head一	yi
Head膀	bang
子	zi
c，	，
Head我	wo
Head没	mei
Head怪	guai
Head你	ni
c，	，
Head你	ni
Head倒	dao
Head怪	guai
Head起	qi
Head我	wo
Head来	lai
Head了	le
c。	。
c＂	＂
Head董	dong
Head永	yong
Head一	yi
Head想	xiang
c，	，
Head她	ta
Head说	shuo
Head的	de
Head倒	dao
Head也	ye
Head是	shi
c，	，
Head便	bian
Head对	dui
Head七	qi
Head仙	xian
女	nuu
Head说	shuo
c：	：
c＂	＂
Head大	da
姐	jie
c，	，
Head请	qing
Head让	rang
Head我	wo
Head过	guo
去	qu
c！	！
c＂	＂
Head七	qi
Head仙	xian
女	nuu
Head又	you
Head冲	chong
Head过	guo
来	lai
Head撞	zhuang
Head董	dong
Head永	yong
c，	，
Head董	dong
Head永	yong
Head闪	shan
开	kai
c，	，
Head说	shuo
c，	，
c＂	＂
Head这	zhe
Head明	ming
明	ming
Head是	shi
Head你	ni
Head要	yao
Head撞	zhuang
Head我	wo
Head嘛	ma
c！	！
c＂	＂
Head七	qi
Head仙	xian
女	nuu
Head说	shuo
c：	：
c＂	＂
Head你	ni
Head撞	zhuang
Head我	wo
Head也	ye
好	hao
c，	，
Head我	wo
Head撞	zhuang
Head你	ni
Head也	ye
好	hao
c，	，
Head这	zhe
Head且	qie
Head不	bu
管	guan
c；	；
Head我	wo
Head问	wen
Head你	ni
c，	，
Head你	ni
Head到	dao
底	di
Head想	xiang
Head不	bu
Head想	xiang
Head过	guo
去	qu
c？	？
c＂	＂
Head董	dong
Head永	yong
Head回	hui
答	da
c：	：
c＂	＂
Head我	wo
Head怎	zen
么	me
Head不	bu
Head想	xiang
Head过	guo
去	qu
c？	？
c＂	＂
Head七	qi
Head仙	xian
女	nuu
Head说	shuo
c：	：
c＂	＂
Head我	wo
Head与	yu
Head你	ni
Head途	tu
中	zhong
Head相	xiang
遇	yu
c，	，
Head说	shuo
Head起	qi
来	lai
c，	，
Head也	ye
Head是	shi
Head个	ge
Head缘	yuan
分	fen
c，	，
Head你	ni
Head家	jia
住	zhu
Head哪	na
儿	er
c，	，
Head姓	xing
Head啥	sha
Head名	ming
Head啥	sha
c，	，
Head一	yi
一	yi
Head对	dui
Head我	wo
Head讲	jiang
Head来	lai
c，	，
Head我	wo
Head就	jiu
Head让	rang
Head大	da
哥	ge
Head赶	gan
路	lu
c。	。
c＂	＂
Head于	yu
是	shi
c，	，
Head董	dong
Head永	yong
Head使	shi
Head将	jiang
Head自	zi
己	ji
Head的	de
Head身	shen
世	shi
Head和	he
Head遭	zao
遇	yu
Head一	yi
五	wu
一	yi
十	shi
Head地	di
Head全	quan
都	dou
Head告	gao
诉	su
Head了	le
Head七	qi
Head仙	xian
女	nuu
c。	。
Head七	qi
Head仙	xian
女	nuu
Head听	ting
Head了	le
c，	，
Head对	dui
Head董	dong
Head永	yong
Head说	shuo
c：	：
c＂	＂
Head大	da
哥	ge
Head你	ni
Head好	hao
比	bi
Head一	yi
Head只	zhi
Head孤	gu
雁	yan
Head单	dan
Head飞	fei
c，	，
Head天	tian
地	di
Head虽	sui
Head广	guang
阔	kuo
c，	，
Head但	dan
Head没	mei
Head依	yi
靠	kao
c，	，
Head风	feng
吹	chui
雨	yu
打	da
Head也	ye
Head难	nan
Head抵	di
挡	dang
c。	。
Head大	da
哥	ge
Head要	yao
Head是	shi
Head不	bu
Head嫌	xian
弃	qi
c，	，
Head小	xiao
女	nuu
Head我	wo
Head愿	yuan
Head与	yu
Head你	ni
Head结	jie
成	cheng
Head夫	fu
妻	qi
c。	。
c＂	＂
Head董	dong
Head永	yong
Head听	ting
Head了	le
c，	，
Head大	da
吃	chi
一	yi
惊	jing
c。	。
Head他	ta
Head欢	huan
喜	xi
Head这	zhe
Head女	nuu
子	zi
c，	，
Head可	ke
Head自	zi
己	ji
Head如	ru
今	jin
Head穷	qiong
Head得	de
Head卖	mai
身	shen
Head为	wei
Head奴	nu
c，	，
Head怎	zen
Head敢	gan
Head去	qu
Head做	zuo
Head娶	qu
Head她	ta
Head为	wei
Head妻	qi
Head的	de
Head美	mei
梦	meng
Head呢	ne
c？	？
Head他	ta
Head说	shuo
c：	：
c＂	＂
Head大	da
姐	jie
c，	，
Head诸	zhu
Head你	ni
Head让	rang
路	lu
c，	，
Head日	ri
头	tou
Head偏	pian
Head西	xi
c，	，
Head时	shi
候	hou
Head已	yi
Head不	bu
Head早	zao
Head了	le
c，	，
Head我	wo
Head还	huan
Head的	de
Head赶	gan
路	lu
Head啊	a
c！	！
c＂	＂
Head七	qi
Head仙	xian
女	nuu
Head说	shuo
c：	：
c＂	＂
Head哎	ai
呀	ya
c，	，
Head耽	dan
搁	ge
Head大	da
哥	ge
Head的	de
Head路	lu
程	cheng
Head了	le
c，	，
Head我	wo
Head来	lai
Head给	gei
Head你	ni
Head赔	pei
礼	li
c！	！
c＂	＂
Head董	dong
Head永	yong
Head也	ye
Head向	xiang
Head她	ta
Head还	huan
礼	li
c。	。
Head七	qi
Head仙	xian
女	nuu
Head又	you
Head说	shuo
c：	：
c＂	＂
Head大	da
哥	ge
c，	，
Head你	ni
Head肩	jian
Head背	bei
Head包	bao
裹	guo
c，	，
Head手	shou
Head拿	na
Head雨	yu
伞	san
c，	，
Head不	bu
Head说	shuo
Head还	huan
Head一	yi
Head礼	li
c，	，
Head就	jiu
是	shi
Head还	huan
Head十	shi
Head礼	li
Head百	bai
Head礼	li
c，	，
Head也	ye
Head算	suan
不	bu
得	de
Head的	de
c。	。
c＂	＂
Head董	dong
Head永	yong
一	yi
Head想	xiang
c，	，
Head七	qi
Head仙	xian
女	nuu
Head说	shuo
Head得	de
Head是	shi
c，	，
Head便	bian
Head说	shuo
c：	：
c＂	＂
Head好	hao
好	hao
c，	，
Head待	dai
Head我	wo
Head将	jiang
Head包	bao
裹	guo
c、	、
Head雨	yu
伞	san
Head放	fang
下	xia
Head与	yu
Head大	da
姐	jie
Head见	jian
Head礼	li
c。	。
Head大	da
姐	jie
c，	，
Head这	zhe
Head厢	xiang
Head有	you
Head礼	li
Head了	le
c。	。
c＂	＂
Head七	qi
Head仙	xian
女	nuu
Head趋	qu
Head董	dong
Head永	yong
Head还	huan
礼	li
Head时	shi
c，	，
Head将	jiang
Head一	yi
Head把	ba
Head白	bai
Head扇	shan
子	zi
Head插	cha
入	ru
Head董	dong
Head永	yong
Head颈	jing
Head后	hou
c，	，
Head接	jie
着	zhao
Head拾	shi
Head起	qi
Head了	le
Head董	dong
Head永	yong
Head的	de
Head包	bao
裹	guo
Head和	he
Head雨	yu
伞	san
c。	。
Head董	dong
Head永	yong
